clean_index,trial_id,filename,metadata_label,y_clean_label,accepted_status,alignment_status
30,83,cellula_MI_data_83.csv,0,0,True,VERIFIED_MATCH
31,84,cellula_MI_data_84.csv,0,0,True,VERIFIED_MATCH
32,85,cellula_MI_data_85.csv,1,1,True,VERIFIED_MATCH
33,87,cellula_MI_data_87.csv,0,0,True,VERIFIED_MATCH
34,88,cellula_MI_data_88.csv,1,1,True,VERIFIED_MATCH
35,89,cellula_MI_data_89.csv,1,1,True,VERIFIED_MATCH
36,90,cellula_MI_data_90.csv,1,1,True,VERIFIED_MATCH
37,91,cellula_MI_data_91.csv,0,0,True,VERIFIED_MATCH
38,92,cellula_MI_data_92.csv,0,0,True,VERIFIED_MATCH
39,93,cellula_MI_data_93.csv,1,1,True,VERIFIED_MATCH
40,95,cellula_MI_data_95.csv,1,1,True,VERIFIED_MATCH
41,97,cellula_MI_data_97.csv,0,0,True,VERIFIED_MATCH
42,99,cellula_MI_data_99.csv,1,1,True,VERIFIED_MATCH
43,101,cellula_MI_data_101.csv,0,0,True,VERIFIED_MATCH
44,103,cellula_MI_data_103.csv,0,0,True,VERIFIED_MATCH
45,104,cellula_MI_data_104.csv,1,1,True,VERIFIED_MATCH
46,105,cellula_MI_data_105.csv,0,0,True,VERIFIED_MATCH
47,106,cellula_MI_data_106.csv,0,0,True,VERIFIED_MATCH
48,109,cellula_MI_data_109.csv,1,1,True,VERIFIED_MATCH
49,110,cellula_MI_data_110.csv,1,1,True,VERIFIED_MATCH
50,112,cellula_MI_data_112.csv,0,0,True,VERIFIED_MATCH
51,114,cellula_MI_data_114.csv,0,0,True,VERIFIED_MATCH
52,115,cellula_MI_data_115.csv,0,0,True,VERIFIED_MATCH
53,116,cellula_MI_data_116.csv,0,0,True,VERIFIED_MATCH
54,118,cellula_MI_data_118.csv,1,1,True,VERIFIED_MATCH
55,119,cellula_MI_data_119.csv,0,0,True,VERIFIED_MATCH
56,120,cellula_MI_data_120.csv,0,0,True,VERIFIED_MATCH
57,121,cellula_MI_data_121.csv,0,0,True,VERIFIED_MATCH
58,123,cellula_MI_data_123.csv,0,0,True,VERIFIED_MATCH
59,124,cellula_MI_data_124.csv,0,0,True,VERIFIED_MATCH
60,125,cellula_MI_data_125.csv,0,0,True,VERIFIED_MATCH
61,126,cellula_MI_data_126.csv,0,0,True,VERIFIED_MATCH
62,127,cellula_MI_data_127.csv,1,1,True,VERIFIED_MATCH
63,128,cellula_MI_data_128.csv,1,1,True,VERIFIED_MATCH
64,129,cellula_MI_data_129.csv,1,1,True,VERIFIED_MATCH
65,130,cellula_MI_data_130.csv,0,0,True,VERIFIED_MATCH
66,133,cellula_MI_data_133.csv,1,1,True,VERIFIED_MATCH
67,135,cellula_MI_data_135.csv,0,0,True,VERIFIED_MATCH
68,137,cellula_MI_data_137.csv,1,1,True,VERIFIED_MATCH
69,138,cellula_MI_data_138.csv,1,1,True,VERIFIED_MATCH
70,140,cellula_MI_data_140.csv,1,1,True,VERIFIED_MATCH
71,142,cellula_MI_data_142.csv,1,1,True,VERIFIED_MATCH
72,144,cellula_MI_data_144.csv,1,1,True,VERIFIED_MATCH
73,145,cellula_MI_data_145.csv,1,1,True,VERIFIED_MATCH
74,146,cellula_MI_data_146.csv,0,0,True,VERIFIED_MATCH
75,147,cellula_MI_data_147.csv,0,0,True,VERIFIED_MATCH
76,148,cellula_MI_data_148.csv,1,1,True,VERIFIED_MATCH
77,149,cellula_MI_data_149.csv,1,1,True,VERIFIED_MATCH
78,150,cellula_MI_data_150.csv,1,1,True,VERIFIED_MATCH
79,151,cellula_MI_data_151.csv,1,1,True,VERIFIED_MATCH
80,153,cellula_MI_data_153.csv,1,1,True,VERIFIED_MATCH
81,155,cellula_MI_data_155.csv,0,0,True,VERIFIED_MATCH
82,157,cellula_MI_data_157.csv,0,0,True,VERIFIED_MATCH
83,158,cellula_MI_data_158.csv,0,0,True,VERIFIED_MATCH
84,159,cellula_MI_data_159.csv,0,0,True,VERIFIED_MATCH
85,160,cellula_MI_data_160.csv,1,1,True,VERIFIED_MATCH
86,161,cellula_MI_data_161.csv,0,0,True,VERIFIED_MATCH
87,163,cellula_MI_data_163.csv,1,1,True,VERIFIED_MATCH
88,164,cellula_MI_data_164.csv,0,0,True,VERIFIED_MATCH
89,166,cellula_MI_data_166.csv,0,0,True,VERIFIED_MATCH
90,167,cellula_MI_data_167.csv,1,1,True,VERIFIED_MATCH
91,168,cellula_MI_data_168.csv,1,1,True,VERIFIED_MATCH
92,169,cellula_MI_data_169.csv,1,1,True,VERIFIED_MATCH
93,171,cellula_MI_data_171.csv,0,0,True,VERIFIED_MATCH
94,172,cellula_MI_data_172.csv,0,0,True,VERIFIED_MATCH
95,177,cellula_MI_data_177.csv,1,1,True,VERIFIED_MATCH
96,178,cellula_MI_data_178.csv,1,1,True,VERIFIED_MATCH
97,180,cellula_MI_data_180.csv,0,0,True,VERIFIED_MATCH
98,181,cellula_MI_data_181.csv,0,0,True,VERIFIED_MATCH
99,182,cellula_MI_data_182.csv,0,0,True,VERIFIED_MATCH
100,183,cellula_MI_data_183.csv,1,1,True,VERIFIED_MATCH
101,184,cellula_MI_data_184.csv,0,0,True,VERIFIED_MATCH
102,185,cellula_MI_data_185.csv,0,0,True,VERIFIED_MATCH
103,186,cellula_MI_data_186.csv,1,1,True,VERIFIED_MATCH
104,191,cellula_MI_data_191.csv,1,1,True,VERIFIED_MATCH
105,193,cellula_MI_data_193.csv,1,1,True,VERIFIED_MATCH
106,204,cellula_MI_data_204.csv,1,1,True,VERIFIED_MATCH
107,207,cellula_MI_data_207.csv,1,1,True,VERIFIED_MATCH
108,208,cellula_MI_data_208.csv,0,0,True,VERIFIED_MATCH
109,209,cellula_MI_data_209.csv,0,0,True,VERIFIED_MATCH
110,210,cellula_MI_data_210.csv,0,0,True,VERIFIED_MATCH
111,211,cellula_MI_data_211.csv,1,1,True,VERIFIED_MATCH
112,212,cellula_MI_data_212.csv,0,0,True,VERIFIED_MATCH
113,214,cellula_MI_data_214.csv,0,0,True,VERIFIED_MATCH
114,215,cellula_MI_data_215.csv,0,0,True,VERIFIED_MATCH
115,216,cellula_MI_data_216.csv,1,1,True,VERIFIED_MATCH
116,218,cellula_MI_data_218.csv,0,0,True,VERIFIED_MATCH
117,221,cellula_MI_data_221.csv,1,1,True,VERIFIED_MATCH
118,222,cellula_MI_data_222.csv,1,1,True,VERIFIED_MATCH
119,223,cellula_MI_data_223.csv,1,1,True,VERIFIED_MATCH
120,225,cellula_MI_data_225.csv,0,0,True,VERIFIED_MATCH
121,227,cellula_MI_data_227.csv,1,1,True,VERIFIED_MATCH
122,228,cellula_MI_data_228.csv,1,1,True,VERIFIED_MATCH
123,229,cellula_MI_data_229.csv,1,1,True,VERIFIED_MATCH
124,230,cellula_MI_data_230.csv,1,1,True,VERIFIED_MATCH
125,231,cellula_MI_data_231.csv,0,0,True,VERIFIED_MATCH
126,232,cellula_MI_data_232.csv,1,1,True,VERIFIED_MATCH
127,233,cellula_MI_data_233.csv,1,1,True,VERIFIED_MATCH
128,234,cellula_MI_data_234.csv,0,0,True,VERIFIED_MATCH
129,235,cellula_MI_data_235.csv,0,0,True,VERIFIED_MATCH
130,236,cellula_MI_data_236.csv,1,1,True,VERIFIED_MATCH
131,237,cellula_MI_data_237.csv,0,0,True,VERIFIED_MATCH
132,238,cellula_MI_data_238.csv,1,1,True,VERIFIED_MATCH
133,239,cellula_MI_data_239.csv,0,0,True,VERIFIED_MATCH
134,240,cellula_MI_data_240.csv,0,0,True,VERIFIED_MATCH
135,243,cellula_MI_data_243.csv,0,0,True,VERIFIED_MATCH
136,244,cellula_MI_data_244.csv,1,1,True,VERIFIED_MATCH
137,246,cellula_MI_data_246.csv,0,0,True,VERIFIED_MATCH
138,247,cellula_MI_data_247.csv,1,1,True,VERIFIED_MATCH
139,248,cellula_MI_data_248.csv,1,1,True,VERIFIED_MATCH
140,250,cellula_MI_data_250.csv,1,1,True,VERIFIED_MATCH
141,251,cellula_MI_data_251.csv,0,0,True,VERIFIED_MATCH
142,252,cellula_MI_data_252.csv,1,1,True,VERIFIED_MATCH
143,253,cellula_MI_data_253.csv,0,0,True,VERIFIED_MATCH
144,254,cellula_MI_data_254.csv,1,1,True,VERIFIED_MATCH
145,255,cellula_MI_data_255.csv,1,1,True,VERIFIED_MATCH
146,256,cellula_MI_data_256.csv,1,1,True,VERIFIED_MATCH
147,257,cellula_MI_data_257.csv,0,0,True,VERIFIED_MATCH
148,259,cellula_MI_data_259.csv,1,1,True,VERIFIED_MATCH
149,260,cellula_MI_data_260.csv,1,1,True,VERIFIED_MATCH
150,261,cellula_MI_data_261.csv,0,0,True,VERIFIED_MATCH
151,262,cellula_MI_data_262.csv,0,0,True,VERIFIED_MATCH
152,263,cellula_MI_data_263.csv,0,0,True,VERIFIED_MATCH
153,264,cellula_MI_data_264.csv,0,0,True,VERIFIED_MATCH
154,267,cellula_MI_data_267.csv,0,0,True,VERIFIED_MATCH
155,268,cellula_MI_data_268.csv,0,0,True,VERIFIED_MATCH
156,269,cellula_MI_data_269.csv,0,0,True,VERIFIED_MATCH
157,270,cellula_MI_data_270.csv,1,1,True,VERIFIED_MATCH
158,271,cellula_MI_data_271.csv,0,0,True,VERIFIED_MATCH
159,272,cellula_MI_data_272.csv,1,1,True,VERIFIED_MATCH
160,274,cellula_MI_data_274.csv,1,1,True,VERIFIED_MATCH
161,275,cellula_MI_data_275.csv,0,0,True,VERIFIED_MATCH
162,276,cellula_MI_data_276.csv,1,1,True,VERIFIED_MATCH
163,277,cellula_MI_data_277.csv,0,0,True,VERIFIED_MATCH
164,278,cellula_MI_data_278.csv,0,0,True,VERIFIED_MATCH
165,279,cellula_MI_data_279.csv,0,0,True,VERIFIED_MATCH
166,280,cellula_MI_data_280.csv,0,0,True,VERIFIED_MATCH
167,282,cellula_MI_data_282.csv,1,1,True,VERIFIED_MATCH
168,283,cellula_MI_data_283.csv,1,1,True,VERIFIED_MATCH
169,284,cellula_MI_data_284.csv,1,1,True,VERIFIED_MATCH
170,285,cellula_MI_data_285.csv,1,1,True,VERIFIED_MATCH
171,287,cellula_MI_data_287.csv,1,1,True,VERIFIED_MATCH
172,289,cellula_MI_data_289.csv,0,0,True,VERIFIED_MATCH
173,290,cellula_MI_data_290.csv,0,0,True,VERIFIED_MATCH
174,292,cellula_MI_data_292.csv,0,0,True,VERIFIED_MATCH
175,293,cellula_MI_data_293.csv,0,0,True,VERIFIED_MATCH
176,295,cellula_MI_data_295.csv,1,1,True,VERIFIED_MATCH
177,296,cellula_MI_data_296.csv,0,0,True,VERIFIED_MATCH
178,297,cellula_MI_data_297.csv,0,0,True,VERIFIED_MATCH
179,298,cellula_MI_data_298.csv,0,0,True,VERIFIED_MATCH
180,299,cellula_MI_data_299.csv,1,1,True,VERIFIED_MATCH
181,300,cellula_MI_data_300.csv,1,1,True,VERIFIED_MATCH
182,301,cellula_MI_data_301.csv,1,1,True,VERIFIED_MATCH
183,302,cellula_MI_data_302.csv,1,1,True,VERIFIED_MATCH
184,303,cellula_MI_data_303.csv,1,1,True,VERIFIED_MATCH
185,304,cellula_MI_data_304.csv,0,0,True,VERIFIED_MATCH
186,306,cellula_MI_data_306.csv,0,0,True,VERIFIED_MATCH
187,307,cellula_MI_data_307.csv,1,1,True,VERIFIED_MATCH
188,308,cellula_MI_data_308.csv,1,1,True,VERIFIED_MATCH
189,309,cellula_MI_data_309.csv,1,1,True,VERIFIED_MATCH
190,310,cellula_MI_data_310.csv,0,0,True,VERIFIED_MATCH
191,311,cellula_MI_data_311.csv,1,1,True,VERIFIED_MATCH
192,313,cellula_MI_data_313.csv,1,1,True,VERIFIED_MATCH
193,314,cellula_MI_data_314.csv,0,0,True,VERIFIED_MATCH
194,315,cellula_MI_data_315.csv,0,0,True,VERIFIED_MATCH
195,317,cellula_MI_data_317.csv,0,0,True,VERIFIED_MATCH
196,320,cellula_MI_data_320.csv,0,0,True,VERIFIED_MATCH
197,321,cellula_MI_data_321.csv,1,1,True,VERIFIED_MATCH
198,323,cellula_MI_data_323.csv,1,1,True,VERIFIED_MATCH
199,324,cellula_MI_data_324.csv,0,0,True,VERIFIED_MATCH
200,357,cellula_MI_data_357.csv,0,0,True,VERIFIED_MATCH
201,365,cellula_MI_data_365.csv,0,0,True,VERIFIED_MATCH
202,369,cellula_MI_data_369.csv,1,1,True,VERIFIED_MATCH
203,372,cellula_MI_data_372.csv,1,1,True,VERIFIED_MATCH
204,373,cellula_MI_data_373.csv,1,1,True,VERIFIED_MATCH
205,377,cellula_MI_data_377.csv,0,0,True,VERIFIED_MATCH
206,378,cellula_MI_data_378.csv,0,0,True,VERIFIED_MATCH
207,379,cellula_MI_data_379.csv,0,0,True,VERIFIED_MATCH
208,380,cellula_MI_data_380.csv,1,1,True,VERIFIED_MATCH
209,382,cellula_MI_data_382.csv,0,0,True,VERIFIED_MATCH
210,383,cellula_MI_data_383.csv,0,0,True,VERIFIED_MATCH
211,385,cellula_MI_data_385.csv,0,0,True,VERIFIED_MATCH
212,386,cellula_MI_data_386.csv,0,0,True,VERIFIED_MATCH
213,388,cellula_MI_data_388.csv,1,1,True,VERIFIED_MATCH
214,389,cellula_MI_data_389.csv,1,1,True,VERIFIED_MATCH
215,390,cellula_MI_data_390.csv,1,1,True,VERIFIED_MATCH
216,391,cellula_MI_data_391.csv,1,1,True,VERIFIED_MATCH
217,393,cellula_MI_data_393.csv,0,0,True,VERIFIED_MATCH
218,396,cellula_MI_data_396.csv,0,0,True,VERIFIED_MATCH
219,397,cellula_MI_data_397.csv,0,0,True,VERIFIED_MATCH
220,400,cellula_MI_data_400.csv,1,1,True,VERIFIED_MATCH
221,403,cellula_MI_data_403.csv,1,1,True,VERIFIED_MATCH
222,405,cellula_MI_data_405.csv,0,0,True,VERIFIED_MATCH
223,408,cellula_MI_data_408.csv,1,1,True,VERIFIED_MATCH
224,409,cellula_MI_data_409.csv,0,0,True,VERIFIED_MATCH
225,413,cellula_MI_data_413.csv,1,1,True,VERIFIED_MATCH
226,414,cellula_MI_data_414.csv,0,0,True,VERIFIED_MATCH
227,415,cellula_MI_data_415.csv,0,0,True,VERIFIED_MATCH
228,416,cellula_MI_data_416.csv,1,1,True,VERIFIED_MATCH
229,418,cellula_MI_data_418.csv,0,0,True,VERIFIED_MATCH
230,419,cellula_MI_data_419.csv,0,0,True,VERIFIED_MATCH
231,421,cellula_MI_data_421.csv,1,1,True,VERIFIED_MATCH
232,423,cellula_MI_data_423.csv,0,0,True,VERIFIED_MATCH
233,426,cellula_MI_data_426.csv,1,1,True,VERIFIED_MATCH
234,428,cellula_MI_data_428.csv,0,0,True,VERIFIED_MATCH
235,431,cellula_MI_data_431.csv,1,1,True,VERIFIED_MATCH
236,432,cellula_MI_data_432.csv,1,1,True,VERIFIED_MATCH
237,433,cellula_MI_data_433.csv,1,1,True,VERIFIED_MATCH
238,435,cellula_MI_data_435.csv,0,0,True,VERIFIED_MATCH
239,436,cellula_MI_data_436.csv,0,0,True,VERIFIED_MATCH
240,438,cellula_MI_data_438.csv,0,0,True,VERIFIED_MATCH
241,440,cellula_MI_data_440.csv,0,0,True,VERIFIED_MATCH
242,441,cellula_MI_data_441.csv,1,1,True,VERIFIED_MATCH
243,444,cellula_MI_data_444.csv,1,1,True,VERIFIED_MATCH
244,447,cellula_MI_data_447.csv,0,0,True,VERIFIED_MATCH
245,448,cellula_MI_data_448.csv,0,0,True,VERIFIED_MATCH
246,449,cellula_MI_data_449.csv,0,0,True,VERIFIED_MATCH
247,453,cellula_MI_data_453.csv,0,0,True,VERIFIED_MATCH
248,454,cellula_MI_data_454.csv,1,1,True,VERIFIED_MATCH
249,456,cellula_MI_data_456.csv,0,0,True,VERIFIED_MATCH
250,457,cellula_MI_data_457.csv,1,1,True,VERIFIED_MATCH
251,459,cellula_MI_data_459.csv,1,1,True,VERIFIED_MATCH
252,467,cellula_MI_data_467.csv,1,1,True,VERIFIED_MATCH
253,468,cellula_MI_data_468.csv,1,1,True,VERIFIED_MATCH
254,470,cellula_MI_data_470.csv,0,0,True,VERIFIED_MATCH
255,471,cellula_MI_data_471.csv,0,0,True,VERIFIED_MATCH
256,475,cellula_MI_data_475.csv,0,0,True,VERIFIED_MATCH
257,490,cellula_MI_data_490.csv,0,0,True,VERIFIED_MATCH
258,492,cellula_MI_data_492.csv,0,0,True,VERIFIED_MATCH
259,499,cellula_MI_data_499.csv,0,0,True,VERIFIED_MATCH
260,503,cellula_MI_data_503.csv,0,0,True,VERIFIED_MATCH
261,505,cellula_MI_data_505.csv,0,0,True,VERIFIED_MATCH
262,506,cellula_MI_data_506.csv,0,0,True,VERIFIED_MATCH
263,507,cellula_MI_data_507.csv,0,0,True,VERIFIED_MATCH
264,508,cellula_MI_data_508.csv,0,0,True,VERIFIED_MATCH
265,509,cellula_MI_data_509.csv,0,0,True,VERIFIED_MATCH
266,512,cellula_MI_data_512.csv,0,0,True,VERIFIED_MATCH
267,514,cellula_MI_data_514.csv,1,1,True,VERIFIED_MATCH
268,518,cellula_MI_data_518.csv,1,1,True,VERIFIED_MATCH
269,519,cellula_MI_data_519.csv,0,0,True,VERIFIED_MATCH
270,523,cellula_MI_data_523.csv,0,0,True,VERIFIED_MATCH
271,526,cellula_MI_data_526.csv,0,0,True,VERIFIED_MATCH
272,530,cellula_MI_data_530.csv,0,0,True,VERIFIED_MATCH
273,531,cellula_MI_data_531.csv,0,0,True,VERIFIED_MATCH
274,537,cellula_MI_data_537.csv,1,1,True,VERIFIED_MATCH
275,539,cellula_MI_data_539.csv,1,1,True,VERIFIED_MATCH
276,540,cellula_MI_data_540.csv,0,0,True,VERIFIED_MATCH
277,604,cellula_MI_data_604.csv,1,1,True,VERIFIED_MATCH
278,605,cellula_MI_data_605.csv,1,1,True,VERIFIED_MATCH
279,606,cellula_MI_data_606.csv,0,0,True,VERIFIED_MATCH
280,607,cellula_MI_data_607.csv,1,1,True,VERIFIED_MATCH
281,608,cellula_MI_data_608.csv,0,0,True,VERIFIED_MATCH
282,609,cellula_MI_data_609.csv,1,1,True,VERIFIED_MATCH
283,610,cellula_MI_data_610.csv,1,1,True,VERIFIED_MATCH
284,611,cellula_MI_data_611.csv,0,0,True,VERIFIED_MATCH
285,612,cellula_MI_data_612.csv,0,0,True,VERIFIED_MATCH
286,622,cellula_MI_data_622.csv,1,1,True,VERIFIED_MATCH
287,623,cellula_MI_data_623.csv,1,1,True,VERIFIED_MATCH
288,624,cellula_MI_data_624.csv,1,1,True,VERIFIED_MATCH
289,626,cellula_MI_data_626.csv,1,1,True,VERIFIED_MATCH
290,627,cellula_MI_data_627.csv,0,0,True,VERIFIED_MATCH
291,628,cellula_MI_data_628.csv,1,1,True,VERIFIED_MATCH
292,629,cellula_MI_data_629.csv,0,0,True,VERIFIED_MATCH
293,630,cellula_MI_data_630.csv,1,1,True,VERIFIED_MATCH
294,633,cellula_MI_data_633.csv,0,0,True,VERIFIED_MATCH
295,634,cellula_MI_data_634.csv,1,1,True,VERIFIED_MATCH
296,635,cellula_MI_data_635.csv,0,0,True,VERIFIED_MATCH
297,636,cellula_MI_data_636.csv,1,1,True,VERIFIED_MATCH
298,638,cellula_MI_data_638.csv,0,0,True,VERIFIED_MATCH
299,639,cellula_MI_data_639.csv,1,1,True,VERIFIED_MATCH
300,640,cellula_MI_data_640.csv,1,1,True,VERIFIED_MATCH
301,642,cellula_MI_data_642.csv,0,0,True,VERIFIED_MATCH
302,643,cellula_MI_data_643.csv,0,0,True,VERIFIED_MATCH
303,644,cellula_MI_data_644.csv,1,1,True,VERIFIED_MATCH
304,645,cellula_MI_data_645.csv,0,0,True,VERIFIED_MATCH
305,646,cellula_MI_data_646.csv,1,1,True,VERIFIED_MATCH
306,648,cellula_MI_data_648.csv,1,1,True,VERIFIED_MATCH
307,649,cellula_MI_data_649.csv,1,1,True,VERIFIED_MATCH
308,650,cellula_MI_data_650.csv,0,0,True,VERIFIED_MATCH
309,652,cellula_MI_data_652.csv,1,1,True,VERIFIED_MATCH
310,653,cellula_MI_data_653.csv,0,0,True,VERIFIED_MATCH
311,654,cellula_MI_data_654.csv,1,1,True,VERIFIED_MATCH
312,655,cellula_MI_data_655.csv,0,0,True,VERIFIED_MATCH
313,656,cellula_MI_data_656.csv,1,1,True,VERIFIED_MATCH
314,657,cellula_MI_data_657.csv,1,1,True,VERIFIED_MATCH
315,668,cellula_MI_data_668.csv,1,1,True,VERIFIED_MATCH
316,672,cellula_MI_data_672.csv,0,0,True,VERIFIED_MATCH
317,677,cellula_MI_data_677.csv,0,0,True,VERIFIED_MATCH
318,680,cellula_MI_data_680.csv,0,0,True,VERIFIED_MATCH
319,681,cellula_MI_data_681.csv,0,0,True,VERIFIED_MATCH
320,682,cellula_MI_data_682.csv,1,1,True,VERIFIED_MATCH
321,684,cellula_MI_data_684.csv,1,1,True,VERIFIED_MATCH
322,690,cellula_MI_data_690.csv,1,1,True,VERIFIED_MATCH
323,691,cellula_MI_data_691.csv,0,0,True,VERIFIED_MATCH
324,692,cellula_MI_data_692.csv,1,1,True,VERIFIED_MATCH
325,693,cellula_MI_data_693.csv,0,0,True,VERIFIED_MATCH
326,703,cellula_MI_data_703.csv,1,1,True,VERIFIED_MATCH
327,705,cellula_MI_data_705.csv,0,0,True,VERIFIED_MATCH
328,706,cellula_MI_data_706.csv,0,0,True,VERIFIED_MATCH
329,709,cellula_MI_data_709.csv,1,1,True,VERIFIED_MATCH
330,710,cellula_MI_data_710.csv,1,1,True,VERIFIED_MATCH
331,775,cellula_MI_data_775.csv,0,0,True,VERIFIED_MATCH
332,777,cellula_MI_data_777.csv,0,0,True,VERIFIED_MATCH
333,778,cellula_MI_data_778.csv,1,1,True,VERIFIED_MATCH
334,779,cellula_MI_data_779.csv,1,1,True,VERIFIED_MATCH
335,780,cellula_MI_data_780.csv,1,1,True,VERIFIED_MATCH
336,781,cellula_MI_data_781.csv,1,1,True,VERIFIED_MATCH
337,782,cellula_MI_data_782.csv,0,0,True,VERIFIED_MATCH
338,783,cellula_MI_data_783.csv,1,1,True,VERIFIED_MATCH
339,784,cellula_MI_data_784.csv,0,0,True,VERIFIED_MATCH
340,786,cellula_MI_data_786.csv,1,1,True,VERIFIED_MATCH
341,790,cellula_MI_data_790.csv,0,0,True,VERIFIED_MATCH
342,793,cellula_MI_data_793.csv,0,0,True,VERIFIED_MATCH
343,796,cellula_MI_data_796.csv,0,0,True,VERIFIED_MATCH
344,801,cellula_MI_data_801.csv,0,0,True,VERIFIED_MATCH
345,812,cellula_MI_data_812.csv,1,1,True,VERIFIED_MATCH
346,815,cellula_MI_data_815.csv,0,0,True,VERIFIED_MATCH
347,816,cellula_MI_data_816.csv,0,0,True,VERIFIED_MATCH
348,817,cellula_MI_data_817.csv,1,1,True,VERIFIED_MATCH
349,818,cellula_MI_data_818.csv,1,1,True,VERIFIED_MATCH
350,820,cellula_MI_data_820.csv,1,1,True,VERIFIED_MATCH
351,821,cellula_MI_data_821.csv,0,0,True,VERIFIED_MATCH
352,822,cellula_MI_data_822.csv,1,1,True,VERIFIED_MATCH
353,823,cellula_MI_data_823.csv,0,0,True,VERIFIED_MATCH
354,824,cellula_MI_data_824.csv,1,1,True,VERIFIED_MATCH
355,825,cellula_MI_data_825.csv,0,0,True,VERIFIED_MATCH
356,826,cellula_MI_data_826.csv,1,1,True,VERIFIED_MATCH
357,827,cellula_MI_data_827.csv,1,1,True,VERIFIED_MATCH
358,828,cellula_MI_data_828.csv,1,1,True,VERIFIED_MATCH
359,829,cellula_MI_data_829.csv,0,0,True,VERIFIED_MATCH
360,830,cellula_MI_data_830.csv,1,1,True,VERIFIED_MATCH
361,831,cellula_MI_data_831.csv,1,1,True,VERIFIED_MATCH
362,832,cellula_MI_data_832.csv,0,0,True,VERIFIED_MATCH
363,834,cellula_MI_data_834.csv,0,0,True,VERIFIED_MATCH
364,835,cellula_MI_data_835.csv,0,0,True,VERIFIED_MATCH
365,837,cellula_MI_data_837.csv,0,0,True,VERIFIED_MATCH
366,839,cellula_MI_data_839.csv,1,1,True,VERIFIED_MATCH
367,840,cellula_MI_data_840.csv,0,0,True,VERIFIED_MATCH
368,841,cellula_MI_data_841.csv,0,0,True,VERIFIED_MATCH
369,843,cellula_MI_data_843.csv,0,0,True,VERIFIED_MATCH
370,845,cellula_MI_data_845.csv,1,1,True,VERIFIED_MATCH
371,846,cellula_MI_data_846.csv,0,0,True,VERIFIED_MATCH
372,849,cellula_MI_data_849.csv,0,0,True,VERIFIED_MATCH
373,850,cellula_MI_data_850.csv,0,0,True,VERIFIED_MATCH
374,851,cellula_MI_data_851.csv,0,0,True,VERIFIED_MATCH
375,852,cellula_MI_data_852.csv,1,1,True,VERIFIED_MATCH
376,854,cellula_MI_data_854.csv,1,1,True,VERIFIED_MATCH
377,856,cellula_MI_data_856.csv,1,1,True,VERIFIED_MATCH
378,857,cellula_MI_data_857.csv,0,0,True,VERIFIED_MATCH
379,858,cellula_MI_data_858.csv,0,0,True,VERIFIED_MATCH
380,860,cellula_MI_data_860.csv,1,1,True,VERIFIED_MATCH
381,861,cellula_MI_data_861.csv,0,0,True,VERIFIED_MATCH
382,862,cellula_MI_data_862.csv,0,0,True,VERIFIED_MATCH
383,865,cellula_MI_data_865.csv,1,1,True,VERIFIED_MATCH
384,866,cellula_MI_data_866.csv,0,0,True,VERIFIED_MATCH
385,867,cellula_MI_data_867.csv,1,1,True,VERIFIED_MATCH
